Unnamed: 0,household_id,state_code_str,zip_code,county_str,rating_area
321,610,ME,04938,FRANKLIN_COUNTY_ME,3.0
322,612,ME,04073,YORK_COUNTY_ME,1.0
323,615,ME,04414,PISCATAQUIS_COUNTY_ME,3.0
324,616,ME,04479,PISCATAQUIS_COUNTY_ME,3.0
324,616,ME,04479,PISCATAQUIS_COUNTY_ME,3.0
325,617,ME,04104,CUMBERLAND_COUNTY_ME,1.0
326,619,ME,04104,CUMBERLAND_COUNTY_ME,1.0
327,620,ME,04106,CUMBERLAND_COUNTY_ME,1.0
328,622,ME,04005,YORK_COUNTY_ME,1.0
329,623,ME,04079,CUMBERLAND_COUNTY_ME,1.0
330,624,ME,04243,ANDROSCOGGIN_COUNTY_ME,3.0
331,627,ME,03909,YORK_COUNTY_ME,1.0
332,632,ME,04280,ANDROSCOGGIN_COUNTY_ME,3.0
333,633,ME,04360,KENNEBEC_COUNTY_ME,2.0
334,637,ME,04257,OXFORD_COUNTY_ME,2.0
335,638,ME,04947,FRANKLIN_COUNTY_ME,3.0
336,639,ME,04336,KENNEBEC_COUNTY_ME,2.0
337,641,ME,04021,CUMBERLAND_COUNTY_ME,1.0
338,643,ME,04428,PENOBSCOT_COUNTY_ME,3.0
339,648,ME,04772,AROOSTOOK_COUNTY_ME,4.0
340,650,ME,04555,LINCOLN_COUNTY_ME,2.0
341,654,ME,04658,WASHINGTON_COUNTY_ME,4.0
342,672,ME,04210,ANDROSCOGGIN_COUNTY_ME,3.0
343,673,ME,04042,YORK_COUNTY_ME,1.0
344,676,ME,04730,AROOSTOOK_COUNTY_ME,4.0
345,677,ME,04268,OXFORD_COUNTY_ME,2.0
346,679,ME,04062,CUMBERLAND_COUNTY_ME,1.0
347,680,ME,04473,PENOBSCOT_COUNTY_ME,3.0
348,681,ME,04102,CUMBERLAND_COUNTY_ME,1.0
349,682,ME,04270,OXFORD_COUNTY_ME,3.0
349,682,ME,04270,OXFORD_COUNTY_ME,2.0
350,684,ME,04443,PISCATAQUIS_COUNTY_ME,3.0
351,687,ME,04259,KENNEBEC_COUNTY_ME,2.0
352,692,ME,04332,KENNEBEC_COUNTY_ME,2.0
353,694,ME,04011,CUMBERLAND_COUNTY_ME,1.0
354,695,ME,04416,HANCOCK_COUNTY_ME,4.0
355,697,ME,03903,YORK_COUNTY_ME,1.0
356,698,ME,04022,OXFORD_COUNTY_ME,2.0
357,702,ME,04043,YORK_COUNTY_ME,1.0
358,703,ME,04401,PENOBSCOT_COUNTY_ME,3.0
359,705,ME,04654,WASHINGTON_COUNTY_ME,4.0
360,711,ME,04038,CUMBERLAND_COUNTY_ME,1.0
360,711,ME,04038,CUMBERLAND_COUNTY_ME,1.0
361,712,ME,04332,KENNEBEC_COUNTY_ME,2.0
362,713,ME,04095,YORK_COUNTY_ME,1.0
363,714,ME,04573,LINCOLN_COUNTY_ME,2.0
364,719,ME,04240,ANDROSCOGGIN_COUNTY_ME,3.0
365,720,ME,04223,ANDROSCOGGIN_COUNTY_ME,3.0
366,725,ME,04101,CUMBERLAND_COUNTY_ME,1.0
367,726,ME,04070,CUMBERLAND_COUNTY_ME,1.0
368,736,ME,04901,KENNEBEC_COUNTY_ME,2.0
369,739,ME,04927,KENNEBEC_COUNTY_ME,2.0
369,739,ME,04927,KENNEBEC_COUNTY_ME,3.0
370,750,ME,04290,OXFORD_COUNTY_ME,2.0
371,751,ME,04073,YORK_COUNTY_ME,1.0
372,752,ME,04236,ANDROSCOGGIN_COUNTY_ME,3.0
373,754,ME,04743,AROOSTOOK_COUNTY_ME,4.0
374,755,ME,04281,OXFORD_COUNTY_ME,2.0
375,761,ME,04623,WASHINGTON_COUNTY_ME,4.0
376,762,ME,04974,WALDO_COUNTY_ME,3.0
377,763,ME,04072,YORK_COUNTY_ME,1.0
378,764,ME,04864,KNOX_COUNTY_ME,2.0
379,765,ME,04681,HANCOCK_COUNTY_ME,4.0
380,767,ME,04976,SOMERSET_COUNTY_ME,3.0
381,772,ME,04124,CUMBERLAND_COUNTY_ME,1.0
382,774,ME,04093,YORK_COUNTY_ME,1.0
383,775,ME,04694,WASHINGTON_COUNTY_ME,4.0
384,780,ME,04094,YORK_COUNTY_ME,1.0
385,781,ME,04107,CUMBERLAND_COUNTY_ME,1.0
386,782,ME,04062,CUMBERLAND_COUNTY_ME,1.0
387,783,ME,04103,CUMBERLAND_COUNTY_ME,1.0
388,784,ME,04116,CUMBERLAND_COUNTY_ME,1.0
389,785,ME,04270,OXFORD_COUNTY_ME,3.0
389,785,ME,04270,OXFORD_COUNTY_ME,2.0
390,789,ME,04288,ANDROSCOGGIN_COUNTY_ME,3.0
391,790,ME,04345,KENNEBEC_COUNTY_ME,2.0
391,790,ME,04345,KENNEBEC_COUNTY_ME,1.0
392,794,ME,04769,AROOSTOOK_COUNTY_ME,4.0
393,795,ME,04070,CUMBERLAND_COUNTY_ME,1.0
394,800,ME,04079,CUMBERLAND_COUNTY_ME,1.0
