zip_code,county_standardized,county_original,state,stcountyfp,classfp,ZIP3,rating_area,slspc
36051,Chilton County,Chilton County,AL,1021,H1,360,3.0,488.0
35046,Chilton County,Chilton County,AL,1021,H1,350,3.0,488.0
35045,Chilton County,Chilton County,AL,1021,H1,350,3.0,488.0
35171,Chilton County,Chilton County,AL,1021,H1,351,3.0,488.0
36792,Chilton County,Chilton County,AL,1021,H1,367,3.0,488.0
35085,Chilton County,Chilton County,AL,1021,H1,350,3.0,488.0
36091,Chilton County,Chilton County,AL,1021,H1,360,3.0,488.0
36908,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36913,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36919,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36921,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36904,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36912,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36910,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36916,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36922,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36558,Choctaw County,Choctaw County,AL,1023,H1,365,13.0,457.0
36915,Choctaw County,Choctaw County,AL,1023,H1,369,13.0,457.0
36436,Clarke County,Clarke County,AL,1025,H1,364,13.0,457.0
36751,Clarke County,Clarke County,AL,1025,H1,367,13.0,457.0
36446,Clarke County,Clarke County,AL,1025,H1,364,13.0,457.0
36524,Clarke County,Clarke County,AL,1025,H1,365,13.0,457.0
36784,Clarke County,Clarke County,AL,1025,H1,367,13.0,457.0
36451,Clarke County,Clarke County,AL,1025,H1,364,13.0,457.0
36540,Clarke County,Clarke County,AL,1025,H1,365,13.0,457.0
36482,Clarke County,Clarke County,AL,1025,H1,364,13.0,457.0
36727,Clarke County,Clarke County,AL,1025,H1,367,13.0,457.0
36782,Clarke County,Clarke County,AL,1025,H1,367,13.0,457.0
36545,Clarke County,Clarke County,AL,1025,H1,365,13.0,457.0
36251,Clay County,Clay County,AL,1027,H1,362,13.0,457.0
36267,Clay County,Clay County,AL,1027,H1,362,13.0,457.0
35082,Clay County,Clay County,AL,1027,H1,350,13.0,457.0
35160,Clay County,Clay County,AL,1027,H1,351,13.0,457.0
35072,Clay County,Clay County,AL,1027,H1,350,13.0,457.0
35089,Clay County,Clay County,AL,1027,H1,350,13.0,457.0
36266,Clay County,Clay County,AL,1027,H1,362,13.0,457.0
36255,Clay County,Clay County,AL,1027,H1,362,13.0,457.0
36256,Clay County,Clay County,AL,1027,H1,362,13.0,457.0
36258,Clay County,Clay County,AL,1027,H1,362,13.0,457.0
36276,Clay County,Clay County,AL,1027,H1,362,13.0,457.0
36268,Clay County,Clay County,AL,1027,H1,362,13.0,457.0
36273,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36269,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36207,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36268,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36258,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36262,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36261,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36264,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36272,Cleburne County,Cleburne County,AL,1029,H1,362,13.0,457.0
36322,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
36453,Coffee County,Coffee County,AL,1031,H1,364,13.0,457.0
36079,Coffee County,Coffee County,AL,1031,H1,360,13.0,457.0
36351,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
36477,Coffee County,Coffee County,AL,1031,H1,364,13.0,457.0
36346,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
36311,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
36010,Coffee County,Coffee County,AL,1031,H1,360,13.0,457.0
36318,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
36034,Coffee County,Coffee County,AL,1031,H1,360,13.0,457.0
36316,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
36009,Coffee County,Coffee County,AL,1031,H1,360,13.0,457.0
36330,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
36323,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
36467,Coffee County,Coffee County,AL,1031,H1,364,13.0,457.0
36360,Coffee County,Coffee County,AL,1031,H1,363,13.0,457.0
35616,Colbert County,Colbert County,AL,1033,H1,356,7.0,495.0
35654,Colbert County,Colbert County,AL,1033,H1,356,7.0,495.0
35646,Colbert County,Colbert County,AL,1033,H1,356,7.0,495.0
35653,Colbert County,Colbert County,AL,1033,H1,356,7.0,495.0
35582,Colbert County,Colbert County,AL,1033,H1,355,7.0,495.0
35674,Colbert County,Colbert County,AL,1033,H1,356,7.0,495.0
35661,Colbert County,Colbert County,AL,1033,H1,356,7.0,495.0
35672,Colbert County,Colbert County,AL,1033,H1,356,7.0,495.0
35660,Colbert County,Colbert County,AL,1033,H1,356,7.0,495.0
36471,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36330,Conecuh County,Conecuh County,AL,1035,H1,363,13.0,457.0
36426,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36454,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36460,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36401,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36442,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36473,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36502,Conecuh County,Conecuh County,AL,1035,H1,365,13.0,457.0
36475,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36456,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36432,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36474,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36421,Conecuh County,Conecuh County,AL,1035,H1,364,13.0,457.0
36033,Conecuh County,Conecuh County,AL,1035,H1,360,13.0,457.0
35151,Coosa County,Coosa County,AL,1037,H1,351,13.0,457.0
35150,Coosa County,Coosa County,AL,1037,H1,351,13.0,457.0
36026,Coosa County,Coosa County,AL,1037,H1,360,13.0,457.0
36080,Coosa County,Coosa County,AL,1037,H1,360,13.0,457.0
35046,Coosa County,Coosa County,AL,1037,H1,350,13.0,457.0
35089,Coosa County,Coosa County,AL,1037,H1,350,13.0,457.0
35136,Coosa County,Coosa County,AL,1037,H1,351,13.0,457.0
35072,Coosa County,Coosa County,AL,1037,H1,350,13.0,457.0
35010,Coosa County,Coosa County,AL,1037,H1,350,13.0,457.0
35183,Coosa County,Coosa County,AL,1037,H1,351,13.0,457.0
36420,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36421,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36453,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36483,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36455,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36476,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36467,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36474,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36038,Covington County,Covington County,AL,1039,H1,360,13.0,457.0
36401,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36028,Covington County,Covington County,AL,1039,H1,360,13.0,457.0
36477,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36442,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36456,Covington County,Covington County,AL,1039,H1,364,13.0,457.0
36037,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36035,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36009,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36071,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36049,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36028,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36036,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36041,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36034,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36046,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36042,Crenshaw County,Crenshaw County,AL,1041,H1,360,13.0,457.0
36467,Crenshaw County,Crenshaw County,AL,1041,H1,364,13.0,457.0
36323,Crenshaw County,Crenshaw County,AL,1041,H1,363,13.0,457.0
35057,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35087,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35033,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35058,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35056,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35179,Cullman County,Cullman County,AL,1043,H1,351,13.0,457.0
35622,Cullman County,Cullman County,AL,1043,H1,356,13.0,457.0
35053,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35098,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35619,Cullman County,Cullman County,AL,1043,H1,356,13.0,457.0
35541,Cullman County,Cullman County,AL,1043,H1,355,13.0,457.0
35670,Cullman County,Cullman County,AL,1043,H1,356,13.0,457.0
35077,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35016,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35621,Cullman County,Cullman County,AL,1043,H1,356,13.0,457.0
35540,Cullman County,Cullman County,AL,1043,H1,355,13.0,457.0
35976,Cullman County,Cullman County,AL,1043,H1,359,13.0,457.0
35083,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35070,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35019,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
35055,Cullman County,Cullman County,AL,1043,H1,350,13.0,457.0
36322,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36303,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36353,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36345,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36374,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36360,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36317,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36371,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36350,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36362,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36311,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36330,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36361,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36352,Dale County,Dale County,AL,1045,H1,363,13.0,457.0
36761,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36767,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36701,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36773,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36758,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36785,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36759,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36749,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36703,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
36775,Dallas County,Dallas County,AL,1047,H1,367,13.0,457.0
35962,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35968,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35765,DeKalb County,DeKalb County,AL,1049,H1,357,13.0,457.0
35984,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35986,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35983,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35971,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35959,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35956,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35989,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35988,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35771,DeKalb County,DeKalb County,AL,1049,H1,357,13.0,457.0
35957,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35978,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35966,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35963,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35979,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35975,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35967,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35974,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35951,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35981,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35961,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35954,DeKalb County,DeKalb County,AL,1049,H1,359,13.0,457.0
35010,Elmore County,Elmore County,AL,1051,H1,350,11.0,495.0
36054,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
35136,Elmore County,Elmore County,AL,1051,H1,351,11.0,495.0
36051,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36022,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36066,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36080,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36024,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36026,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36025,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36020,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36067,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36093,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36078,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36092,Elmore County,Elmore County,AL,1051,H1,360,11.0,495.0
36420,Escambia County,Escambia County,AL,1053,H1,364,13.0,457.0
36483,Escambia County,Escambia County,AL,1053,H1,364,13.0,457.0
36543,Escambia County,Escambia County,AL,1053,H1,365,13.0,457.0
36441,Escambia County,Escambia County,AL,1053,H1,364,13.0,457.0
36502,Escambia County,Escambia County,AL,1053,H1,365,13.0,457.0
36562,Escambia County,Escambia County,AL,1053,H1,365,13.0,457.0
36426,Escambia County,Escambia County,AL,1053,H1,364,13.0,457.0
36432,Escambia County,Escambia County,AL,1053,H1,364,13.0,457.0
36475,Escambia County,Escambia County,AL,1053,H1,364,13.0,457.0
36503,Escambia County,Escambia County,AL,1053,H1,365,13.0,457.0
35902,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35905,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35906,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35954,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35956,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35957,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35903,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35972,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35952,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
36272,Etowah County,Etowah County,AL,1055,H1,362,8.0,472.0
35990,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35904,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35901,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35121,Etowah County,Etowah County,AL,1055,H1,351,8.0,472.0
35907,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
35961,Etowah County,Etowah County,AL,1055,H1,359,8.0,472.0
36271,Etowah County,Etowah County,AL,1055,H1,362,8.0,472.0
35574,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35594,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35545,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35546,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35554,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35555,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35579,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35549,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35563,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35559,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35542,Fayette County,Fayette County,AL,1057,H1,355,13.0,457.0
35616,Franklin County,Franklin County,AL,1059,H1,356,13.0,457.0
35654,Franklin County,Franklin County,AL,1059,H1,356,13.0,457.0
35593,Franklin County,Franklin County,AL,1059,H1,355,13.0,457.0
35585,Franklin County,Franklin County,AL,1059,H1,355,13.0,457.0
35582,Franklin County,Franklin County,AL,1059,H1,355,13.0,457.0
35571,Franklin County,Franklin County,AL,1059,H1,355,13.0,457.0
35565,Franklin County,Franklin County,AL,1059,H1,355,13.0,457.0
35581,Franklin County,Franklin County,AL,1059,H1,355,13.0,457.0
35653,Franklin County,Franklin County,AL,1059,H1,356,13.0,457.0
35674,Franklin County,Franklin County,AL,1059,H1,356,13.0,457.0
35564,Franklin County,Franklin County,AL,1059,H1,355,13.0,457.0
